0,2
1,3
2,3
3,3
4,3
5,5
6,4
7,1
8,3
9,3
10,3
11,2
12,1
13,2
14,2
15,4
16,3
17,4
18,4
19,3
20,3
21,2
22,2
23,3
24,3
25,1
26,3
27,3
28,4
29,5
30,1
31,2
32,2
33,3
34,4
35,5
36,2
37,5
38,2
39,2
40,2
41,2
42,2
43,2
44,2
45,3
46,3
47,5
48,5
49,5
50,5
51,2
52,2
53,1
54,5
55,3
56,3
57,1
58,5
59,5
60,5
61,5
62,3
63,2
64,2
65,2
66,3
67,3
68,5
69,2
70,2
71,2
72,2
73,1
74,1
75,1
76,3
77,2
78,3
79,1
80,1
81,1
82,3
83,3
84,4
85,1
86,3
87,5
88,3
89,3
90,3
91,3
92,3
93,3
94,3
95,5
96,4
97,4
98,2
99,2
100,2
101,2
102,3
103,3
104,5
105,3
106,2
107,3
108,3
109,1
110,3
111,2
112,3
113,3
114,4
115,4
116,2
117,5
118,5
119,4
120,4
121,3
122,3
123,2
124,4
125,4
126,3
127,2
128,2
129,2
130,5
131,3
132,2
133,2
134,4
135,3
136,3
137,2
138,3
139,2
140,5
141,3
142,2
143,4
144,4
145,4
146,4
147,3
148,4
149,2
150,4
151,4
152,4
153,4
154,2
155,2
156,3
157,2
158,3
159,4
160,4
161,3
162,3
163,5
164,5
165,5
166,3
167,3
168,3
169,3
170,3
171,3
172,4
173,4
174,4
175,4
176,3
177,2
178,2
179,4
180,3
181,2
182,3
183,3
184,3
185,3
186,2
187,3
188,3
189,3
190,2
191,1
192,1
193,1
194,1
195,2
196,2
197,2
198,2
199,2
200,2
201,3
202,2
203,3
204,3
205,5
206,5
207,5
208,1
209,1
210,1
211,3
212,1
213,3
214,2
215,2
216,5
217,5
218,5
219,2
220,2
221,2
222,3
223,3
224,3
225,4
226,2
227,3
228,3
229,4
230,4
231,5
232,5
233,5
234,3
235,3
236,3
237,3
238,3
239,3
240,2
241,4
242,4
243,4
244,4
245,4
246,3
247,3
248,3
249,3
250,3
251,3
252,5
253,3
254,3
255,4
256,6
257,6
258,6
259,6
260,4
261,6
262,6
263,4
264,5
265,6
266,4
267,5
268,4
269,6
270,6
271,6
272,6
273,4
274,6
275,6
276,5
277,5
278,6
279,6
280,6
281,6
282,6
283,5
284,5
285,6
286,5
287,7
288,7
289,7
290,6
291,7
292,7
293,6
